19833,3,0
28249,48,0
17765,51,0
1050,25,1
10307,39,1
15419,57,2
12853,62,3
17370,1,4
23360,54,5
573,34,5
5085,59,5
18426,17,5
10140,14,5
19704,60,5
8271,45,5
28732,8,5
7879,13,6
21188,64,7
18296,43,7
3650,64,7
28642,27,7
16615,11,8
16155,27,8
20749,0,8
27176,46,9
5045,57,9
25188,8,9
1158,63,9
17758,11,9
14618,12,10
28339,46,10
27228,50,11
22222,47,11
14634,49,11
6055,29,12
4298,26,12
2511,42,12
16684,24,12
8264,20,13
9056,22,13
19230,67,14
26512,44,14
23622,20,14
1300,38,15
346,26,15
1055,67,15
16257,14,15
6396,10,16
4558,15,16
29357,18,16
14321,29,17
15880,58,17
23844,38,18
12370,44,18
18909,58,18
13010,69,18
4123,10,18
2755,69,19
11707,71,19
15816,10,19
25569,69,20
17618,20,20
11714,71,21
6145,5,21
1596,71,21
9169,29,22
14863,5,23
21195,70,23
6276,70,23
8599,65,24
3384,5,24
2520,46,25
1957,65,26
11943,70,27
4113,41,27
24171,41,27
16920,41,27
28510,30,27
20771,30,28
13342,30,29
1161,9,30
379,9,31
81,9,31
22785,28,32
10602,9,32
3975,55,33
7318,55,33
535,55,33
11665,36,34
3872,36,34
26321,36,34
28443,61,35
15725,61,35
25164,61,35
28591,6,35
7950,61,35
10782,6,36
11019,27,36
20535,7,36
3397,7,37
8910,7,38
22815,66,38
8080,7,38
26409,66,39
18146,66,41
17307,61,41
5243,66,42
2679,66,42
20551,68,43
24763,36,43
21437,68,44
14192,68,44
285,5,44
1809,53,45
29389,53,45
14576,53,45
19950,40,45
5364,40,46
29053,65,46
2,53,47
11856,40,47
5779,16,48
25460,16,49
2041,52,50
24781,68,50
23753,16,50
26594,52,51
2358,52,51
14327,31,51
28901,31,51
20902,4,51
14581,31,52
27386,35,52
24970,35,52
18496,31,52
2259,35,53
20343,35,53
6766,37,53
28222,7,53
1329,37,53
16883,37,53
25764,52,54
24125,37,54
20402,6,54
15252,37,54
21175,2,55
28288,2,55
19650,2,55
29392,2,56
24217,19,56
2467,19,56
3832,2,56
3847,19,57
24268,19,58
23002,32,58
20903,32,58
20603,32,59
17603,32,59
8724,33,60
15346,33,60
12516,55,60
24355,33,61
10623,19,61
2031,21,62
22835,32,62
29514,33,63
1585,21,63
25799,21,63
8266,21,64
22653,23,65
19934,23,65
16273,33,65
17166,23,66
9232,23,66
15389,56,66
10622,56,66
14709,56,66
3454,56,67
6363,56,67
17463,29,67
25153,3,67
22432,69,67
6545,50,67
24708,1,67
1432,1,67
13731,38,68
21004,9,69
3741,54,70
1770,36,71
17249,68,71
26087,64,72
9035,43,72
3905,56,80
23402,36,73
16590,34,74
551,61,74
12559,71,74
9551,46,74
423,35,74
22677,53,79
20515,70,74
24421,68,77
23749,44,75
21837,26,76
12833,31,79
19467,5,76
2608,5,76
8530,2,76
15640,58,77
1816,52,93
27685,65,77
10629,41,90
22465,53,79
27634,19,89
16247,38,93
5151,58,78
4060,40,78
16112,2,81
20187,38,93
1771,10,87
2290,70,80
26290,2,88
23980,52,97
6537,55,99
4061,28,82
13404,52,97
24415,52,114
5162,9,129
26418,23,130
19932,7,107
6463,68,84
15514,2,115
5891,25,110
12245,71,110
25615,26,102
29928,58,114
20081,9,129
18961,19,126
16377,29,128
22652,16,136
6288,48,135
12865,65,115
6035,54,147
14672,53,156
27672,56,160
22202,7,156
4282,26,151
9988,23,160
8550,16,138
14769,59,147
5134,34,109
14457,56,160
18226,0,141
16959,61,150
6964,66,146
8895,36,147
3411,33,162
20675,69,161
23410,38,162
26887,5,156
1945,47,106
15610,46,129
29333,12,114
17792,32,149
15134,23,162
15222,41,159
29256,48,135
5256,12,128
28297,10,164
8369,17,97
18106,40,165
19637,10,166
9220,10,173
14104,66,169
880,63,171
9937,44,167
29170,44,173
29499,24,174
19882,40,180
26426,10,181
4622,55,150
28144,66,176
19762,24,177
6997,40,189
909,66,194
13557,10,196
11726,68,195
16461,24,188
16147,23,198
29443,56,184
11562,13,184
10976,14,196
21011,53,185
7353,16,190
18789,63,175
8706,70,189
18298,21,177
26318,38,207
29196,2,203
1792,63,200
9805,24,206
25631,54,179
539,31,210
22874,19,213
1847,61,181
29813,40,213
10395,32,218
18738,37,215
13477,56,215
27018,66,219
14313,33,210
15850,42,204
26789,44,181
25211,21,213
18149,2,218
24568,26,213
2288,61,216
5794,8,215
10648,22,209
17691,35,217
614,67,198
5302,40,213
22338,36,188
23205,23,198
711,68,220
13485,13,202
16898,55,155
26286,53,219
11811,38,220
20770,20,221
5886,33,223
11206,50,216
29428,5,223
21733,10,224
25313,21,221
1654,44,232
5919,11,233
8791,35,233
13157,58,205
28814,9,225
9211,29,224
16043,54,237
26879,66,223
830,7,231
16665,67,225
25463,55,234
18184,53,244
17579,37,240
10087,23,245
9565,64,249
10093,52,250
17175,33,250
1155,32,246
17968,44,245
5305,7,245
17091,31,252
24392,45,246
12584,52,250
6429,24,233
22966,70,256
17141,37,253
13211,27,249
24211,46,226
25019,19,254
1304,22,249
16457,33,257
22970,16,235
256,14,259
27510,53,260
24895,7,253
15455,3,251
16842,61,246
19981,47,106
24224,21,261
7697,2,263
19009,63,213
14745,20,252
27517,36,265
9771,23,265
592,9,266
20464,8,265
18733,21,275
27086,50,265
20738,31,279
22510,67,277
24750,13,243
25820,34,278
7683,21,275
17045,57,281
29136,56,283
21630,55,274
5108,42,249
6340,32,251
11629,35,284
24639,30,268
12446,68,220
5746,40,261
22686,19,285
9848,62,279
13354,69,265
11818,23,286
5428,60,266
27160,6,286
17246,61,286
17708,58,286
10446,70,286
12182,26,268
28704,40,287
10235,66,295
20220,2,263
24617,57,281
27348,32,304
17431,8,287
9110,40,304
5356,0,289
15762,20,305
5829,35,304
29606,16,302
18151,59,269
20968,6,306
16879,68,296
7646,66,307
2922,6,306
635,70,286
5606,31,306
26708,32,304
6965,10,292
