流id,流带宽，起始时间，发送时间
0,459,1269,115
1,219,1475,190
2,341,47,32
3,117,3953,226
4,313,2204,201
5,483,8174,158
6,669,6336,122
7,463,8794,184
8,521,6032,46
9,449,8316,123
10,690,7728,285
11,556,8044,287
12,108,2691,180
13,199,7053,168
14,427,6985,272
15,491,2112,164
16,603,561,147
17,181,5909,84
18,604,2132,223
19,566,3185,39
20,306,3295,38
21,350,7639,51
22,263,1074,197
23,162,6843,209
24,570,2722,221
25,383,7764,235
26,240,8231,26
27,458,2309,84
28,628,6259,32
29,158,4113,265
30,268,1163,66
31,548,9643,152
32,259,4938,46
33,605,1190,234
34,632,5002,128
35,169,9105,7
36,264,9951,97
37,380,8737,29
38,305,7229,76
39,688,4313,285
40,127,3106,216
41,488,4047,1149
42,323,9896,34
43,382,3255,61
44,618,3185,288
45,238,7675,2
46,673,5536,37
47,439,688,161
48,432,8481,179
49,288,1192,97
50,606,1549,47
51,335,4024,259
52,440,630,750
53,659,7651,119
54,539,6005,244
55,134,6580,25
56,607,4012,229
57,133,9160,59
58,348,8683,218
59,230,4644,22
60,325,4871,203
61,350,6937,42
62,616,6272,153
63,700,5591,180
64,245,5935,210
65,269,8476,76
66,202,1200,272
67,541,4570,80
68,629,5623,212
69,600,6998,96
70,308,8183,32
71,268,3530,202
72,493,4391,53
73,594,5430,269
74,484,9686,200
75,478,8825,232
76,622,6931,22
77,466,9773,279
78,115,8682,205
79,382,7131,136
80,284,1571,187
81,413,31,98
82,433,6864,176
83,651,4094,87
84,270,8104,103
85,282,9321,199
86,529,6303,57
87,232,6003,66
88,296,2191,48
89,693,8754,91
90,471,2459,163
91,591,9059,114
92,195,3586,146
93,144,5736,38
94,525,2191,231
95,666,2079,114
96,468,4138,68
97,356,7249,58
98,192,9622,248
99,127,4427,269
100,570,1834,147
101,277,5081,168
102,236,5745,280
103,359,9087,195
104,596,5996,85
105,458,4516,172
106,619,4215,999
107,678,3741,213
108,488,9244,228
109,321,4435,46
110,470,1240,102
111,504,7188,4
112,223,6994,132
113,472,8679,178
114,551,9026,249
115,543,2332,74
116,359,781,292
117,113,6975,283
118,376,3919,227
119,229,7691,45
120,353,3697,257
121,190,1816,189
122,425,9995,231
123,466,1509,126
124,222,6903,231
125,477,5388,269
126,137,6064,200
127,109,7612,292
128,548,6106,120
129,202,5095,63
130,272,4674,30
131,453,9290,45
132,204,4981,245
133,193,3635,295
134,357,6156,90
135,503,7744,193
136,364,5654,144
137,192,7409,39
138,611,2311,50
139,531,6434,648
140,482,6083,251
141,304,1740,103
142,546,7090,206
143,553,9103,44
144,339,1803,262
145,622,2167,117
146,257,8334,816
147,512,3633,198
148,575,5509,30
149,182,3044,1188
150,163,6316,166
151,109,4319,40
152,168,1256,36
153,626,5448,178
154,278,6865,91
155,578,7913,245
156,243,7843,214
157,445,1830,194
158,548,7508,226
159,215,7702,254
160,526,212,161
161,152,4840,120
162,347,7191,20
163,428,3737,214
164,268,206,273
165,246,6656,119
166,344,2355,211
167,192,2332,84
168,373,7612,92
169,182,4223,31
170,271,862,220
171,301,6237,113
172,518,9722,180
173,698,2866,40
174,469,1310,268
175,181,913,98
176,268,4538,205
177,337,6404,96
178,453,6903,85
179,166,6475,74
180,545,9536,197
181,596,7401,281
182,212,4346,199
183,488,9920,280
184,190,4425,161
185,673,5972,253
186,405,223,40
187,465,3403,61
188,349,7053,171
189,376,2395,226
190,639,1907,137
191,175,6336,137
192,697,3418,162
193,687,8806,164
194,654,8580,163
195,316,2752,148
196,118,574,270
197,576,974,287
198,540,2547,145
