流id,流带宽，起始时间，发送时间
0,189,972,260
1,200,235,182
2,691,242,66
3,128,656,51
4,82,388,93
5,218,939,94
6,504,351,35
7,190,686,111
8,409,636,102
9,55,616,92
10,658,302,167
11,546,693,223
12,244,336,277
13,668,336,121
14,657,167,133
15,610,540,154
16,750,897,270
17,554,186,2
18,69,707,690
19,626,94,135
20,528,217,2
21,513,576,259
22,538,395,245
23,455,778,75
24,531,436,254
25,349,441,229
26,376,132,198
27,541,849,63
28,336,320,254
29,126,439,221
30,289,612,20
31,251,835,142
32,767,251,240
33,788,758,94
34,325,881,25
35,593,884,170
36,775,155,246
37,445,120,191
38,169,485,22
39,315,207,201
40,197,112,281
41,147,161,118
42,718,488,94
43,272,223,50
44,290,577,290
45,447,292,294
46,672,470,99
47,733,191,197
48,191,515,47
49,486,54,296
50,381,437,299
51,562,177,218
52,458,871,244
53,549,384,250
54,327,298,113
55,244,421,5
56,291,383,124
57,416,558,209
58,427,818,299
59,579,323,40
60,370,689,243
61,714,206,27
62,624,424,269
63,366,82,4
64,274,426,219
65,745,406,211
66,750,79,85
67,172,175,71
68,775,737,216
69,338,927,137
70,544,552,64
71,564,606,67
72,298,202,117
73,170,474,154
74,309,810,243
75,222,20,299
76,665,762,227
77,618,306,202
78,523,905,18
79,399,486,211
80,769,439,148
81,715,554,253
82,545,817,42
83,298,368,211
84,144,62,77
85,228,281,172
86,653,653,237
87,726,267,63
88,518,990,171
89,122,479,1146
90,302,714,184
91,288,218,299
92,798,771,127
93,296,315,278
94,424,343,85
95,146,909,237
96,216,426,53
97,454,443,88
98,714,32,232
99,278,956,115
100,614,873,234
101,281,539,274
102,222,124,213
103,373,948,165
104,706,249,131
105,570,276,32
106,526,715,67
107,598,810,24
108,299,138,24
109,232,84,300
110,210,567,252
111,423,433,192
112,332,132,119
113,254,575,192
114,426,838,74
115,449,742,72
116,316,558,100
117,208,568,247
118,262,794,48
119,528,10,118
120,700,399,194
121,292,663,43
122,752,908,258
123,689,916,26
124,760,668,225
125,786,503,276
126,403,915,236
127,274,561,33
128,158,834,229
129,224,463,269
130,158,271,227
131,752,157,205
132,330,693,295
133,434,454,96
134,458,626,206
135,386,336,58
136,470,625,171
137,457,259,89
138,558,495,64
139,511,847,54
140,81,785,88
141,541,596,173
142,165,689,22
143,681,300,240
144,758,304,3
145,345,228,40
146,701,742,36
147,356,617,112
148,135,537,72
149,749,52,9
150,437,785,232
151,648,855,42
152,341,892,277
153,630,496,276
154,485,557,140
155,411,419,209
