4681,69,0
38029,71,1
40727,24,1
22329,76,1
5734,63,2
1177,84,3
34903,43,3
14159,4,4
33475,85,5
30616,89,6
14422,23,7
40651,68,7
46862,67,7
9045,87,7
34627,21,8
5483,14,9
2023,8,9
11642,25,10
9788,37,10
7937,44,10
40284,60,11
583,6,11
33163,8,11
30042,40,12
14096,1,12
31652,70,14
47541,32,14
46796,61,15
27760,10,15
8036,74,15
46142,72,15
49856,39,16
12732,28,17
20297,82,17
1670,82,17
19036,47,17
19591,47,18
18407,12,19
1538,62,19
2879,62,20
25465,53,21
22409,79,22
42754,93,22
2075,93,22
11663,59,22
23186,59,23
22049,73,23
31133,80,24
28450,7,24
25571,73,24
22450,64,24
21914,80,24
24276,83,25
18239,64,25
18289,88,25
19580,78,26
7533,15,29
28531,0,29
29700,42,30
19007,88,30
22068,20,31
29839,55,31
31420,20,31
16249,7,31
48046,50,32
48946,52,32
31306,88,32
28906,0,32
23522,52,33
26081,35,33
30199,78,34
29003,35,34
35567,2,34
4013,2,34
32680,95,35
29573,13,35
4308,45,35
11494,41,36
44927,55,37
44764,91,37
24647,83,37
26001,45,38
20745,9,38
20936,41,38
19548,26,40
16529,5,40
10528,9,40
519,42,40
28845,36,41
11136,26,41
47077,31,41
10623,95,42
25021,65,42
28871,50,43
23404,31,44
30033,91,44
33864,56,45
344,36,45
40848,65,45
34641,5,45
49269,56,46
18211,13,46
46963,90,46
34425,90,46
1073,17,46
37472,90,47
6564,17,47
35874,17,47
19867,54,47
991,54,47
2219,54,50
13181,54,50
32788,29,51
17885,29,51
9948,48,52
3578,48,52
25803,54,52
12510,48,53
13100,30,53
29193,30,53
23880,92,53
3203,92,53
12396,22,53
32371,22,54
37275,22,54
27645,29,55
5203,51,56
34082,30,56
15808,51,57
40764,51,57
13844,94,57
25042,66,58
28474,94,58
40998,66,58
15120,92,59
28373,27,59
19187,27,59
16700,33,60
5962,27,60
6688,49,60
23769,66,61
32912,33,62
17538,58,63
32400,58,63
6800,58,63
29969,10,63
11052,31,63
16834,33,64
48811,57,65
5776,57,65
35472,57,65
37099,19,65
33372,19,65
48508,18,66
21676,18,66
16433,34,67
1323,34,67
16290,46,68
24856,46,68
19934,34,68
5585,3,68
20811,3,68
4107,3,68
43897,75,69
3784,41,69
3002,75,70
36490,75,70
42307,86,70
28527,86,70
15539,86,71
27513,81,71
29179,75,71
32421,81,72
42160,81,72
36193,45,73
49532,79,73
18559,18,73
7657,82,73
16088,78,73
48393,20,75
31376,84,76
11398,28,76
49229,79,76
47794,56,78
611,9,78
15249,26,78
8961,12,78
14238,95,79
38364,68,80
49636,78,81
33756,5,81
7874,93,81
21701,9,81
1941,23,82
11827,61,82
4563,57,82
20711,71,83
46798,94,83
16377,13,83
42598,12,83
22174,20,83
33579,66,84
32000,51,86
46268,48,84
16606,59,84
247,87,86
34560,80,85
36549,81,85
35339,95,88
13363,90,90
10372,66,90
20084,51,86
4430,67,87
39777,15,87
34260,45,96
29019,7,99
26859,55,117
45791,81,105
4691,15,99
13778,47,111
12839,82,100
34657,67,93
34240,66,113
36120,55,117
1441,33,114
22989,42,119
3163,36,119
1972,17,129
42079,2,96
49002,67,108
23656,58,101
41702,50,134
39133,56,132
13629,30,136
13021,46,157
2543,25,155
16555,73,162
14333,27,141
10483,45,114
9495,54,133
22751,75,118
4795,48,141
13469,17,129
37793,8,125
7738,41,148
38342,92,118
45590,26,100
41134,82,110
1675,53,103
49111,80,140
2012,81,160
13885,57,163
31186,39,105
4043,50,150
29918,10,137
18700,31,121
39776,52,154
10663,36,181
3134,35,178
10459,86,130
12116,31,161
43211,60,162
49279,4,131
47041,56,178
5620,67,168
8709,51,173
12479,43,174
12191,44,115
23688,75,191
37766,36,181
34029,22,131
17963,13,142
38082,45,152
38036,6,164
41903,75,199
11712,5,199
36995,78,199
38163,6,186
6368,30,200
555,72,180
4078,3,124
38550,7,200
30302,79,178
25000,88,165
21404,58,203
38135,0,178
35766,70,155
19742,85,208
41101,36,193
31119,64,186
8897,18,209
16217,29,171
18380,12,205
12649,71,211
15762,75,211
29891,79,205
41465,37,215
21349,40,219
34579,32,193
20709,33,219
41028,35,212
44566,46,221
3480,36,205
20923,42,219
28078,83,221
8726,52,198
39591,41,202
41921,3,172
10579,85,222
16008,2,221
20588,48,224
25761,18,231
29967,9,222
1843,45,178
20989,46,234
45682,62,212
2363,29,190
38104,86,205
38830,30,235
30009,6,234
2584,32,225
47080,27,235
37878,88,223
34069,0,237
37581,64,205
22740,48,238
3333,26,212
30482,44,235
21597,84,224
5882,75,242
43634,35,239
49043,19,244
36845,3,193
16155,19,245
1111,66,245
29481,63,236
19777,12,219
27490,54,246
40481,70,235
2116,71,246
23625,9,251
21380,74,219
1718,5,250
20756,75,252
49810,51,255
43439,31,232
33326,20,243
33702,27,246
34203,78,256
40984,52,256
24723,22,260
34982,66,245
8802,52,256
20626,30,261
