11602,36,0
3975,46,0
16874,44,0
9120,15,0
19443,32,1
4307,23,1
17215,21,1
11186,28,2
5656,33,2
12457,11,2
10494,19,2
18023,14,2
6171,51,2
17830,41,3
4135,29,3
5664,43,3
6566,24,3
2990,54,3
17723,58,3
6381,3,3
8134,18,3
2531,35,5
12767,58,5
11910,45,5
13853,3,5
10489,13,5
16095,2,5
18234,35,6
11303,1,6
4581,55,6
9464,13,6
15961,55,7
13386,30,7
17024,4,7
2203,18,7
3328,25,8
14365,31,8
16631,30,8
8024,59,8
5145,42,9
1672,10,9
6260,10,9
18553,49,9
16173,1,9
5288,31,9
9612,5,9
7072,53,9
982,5,9
18792,40,9
18511,50,10
12535,16,10
8669,49,10
3613,42,11
6964,45,11
18714,50,12
7555,4,12
19622,16,12
17397,20,12
15310,20,13
1514,26,13
16032,26,13
10360,25,13
5184,22,14
669,22,14
13195,12,14
14376,22,14
12875,12,15
19559,52,15
1663,52,15
17973,52,15
4910,48,16
19512,48,16
9460,0,16
6502,0,17
15930,8,17
13220,8,17
8981,8,17
248,57,17
15999,57,17
17911,57,17
14337,38,18
1942,52,18
15741,38,19
10666,38,19
12704,6,20
698,26,20
13658,6,21
6703,7,21
6551,7,21
18679,7,22
4230,17,22
18985,6,22
7910,17,23
1086,34,23
17400,17,23
16168,34,23
16894,34,23
6617,47,23
6756,47,23
14889,47,23
5856,47,24
11413,56,24
4354,56,24
15395,56,24
13201,56,25
608,27,25
5487,27,25
206,39,25
8132,27,25
17926,39,25
2845,39,26
17883,37,26
5446,37,26
6312,37,26
11225,37,27
17044,9,27
10647,9,27
582,9,27
3804,58,27
7606,22,28
4126,25,28
2289,45,28
9600,25,28
10656,43,28
19784,0,29
7455,0,29
18462,36,30
10582,35,30
6526,42,31
4463,41,31
19774,8,31
14881,55,31
17976,39,31
960,10,31
14314,9,31
1780,50,31
3913,46,32
1128,29,32
3245,32,32
15205,6,32
15860,22,33
512,42,33
628,10,34
11883,3,34
15124,32,34
10194,33,34
13504,22,35
5095,8,35
14169,6,35
15874,7,35
506,10,35
10325,37,35
19155,1,36
9280,24,36
9296,7,37
1888,44,37
3663,49,39
2913,53,37
2096,36,43
9239,57,43
13379,10,37
245,48,44
773,31,44
1950,16,45
11514,22,41
835,23,38
13192,35,38
11559,37,44
482,39,45
9000,19,39
9095,25,39
9404,1,43
2239,4,40
2143,0,46
8814,56,45
2422,46,46
18757,21,47
16685,8,45
15513,50,46
3378,37,46
6957,28,47
2045,56,48
7357,42,47
3398,4,49
8907,0,49
11586,7,52
7067,44,52
10598,11,54
9251,54,52
12833,46,50
4884,13,55
12437,48,57
14298,37,52
1061,6,54
1488,57,57
304,21,50
15821,40,52
13028,4,56
12946,29,54
434,8,49
8492,17,50
10094,9,53
1426,58,56
14966,5,50
4590,17,60
19905,16,61
2389,31,58
7692,12,61
1962,50,62
802,12,61
16858,53,62
15612,17,62
1785,0,64
9491,8,63
975,15,62
