流id,流带宽，起始时间，发送时间
0,137,3749,80
1,207,1583,86
2,121,730,63
3,164,2170,10
4,185,69,94
5,138,3213,72
6,242,1677,18
7,233,1336,30
8,273,4231,83
9,158,3179,14
10,232,2557,93
11,200,4669,36
12,163,2439,56
13,197,1369,20
14,213,568,71
15,100,4316,35
16,111,4323,76
17,268,2329,4
18,229,869,90
19,127,4593,9
20,115,2592,15
21,129,4853,34
22,145,4110,69
23,225,1521,2
24,263,3659,90
25,196,4186,23
26,218,633,38
27,115,4721,318
28,244,452,69
29,142,607,18
30,190,929,37
31,176,205,55
32,134,232,98
33,230,4765,90
34,290,2109,46
35,138,2850,89
36,193,1636,100
37,150,4090,61
38,158,4561,66
39,169,392,3
40,222,1024,98
41,169,304,87
42,288,1030,35
43,151,4998,25
44,245,682,573
45,258,4673,41
46,157,3228,32
47,110,3748,16
48,163,1913,22
49,209,3333,24
50,188,3959,20
51,262,3804,55
52,177,1745,69
53,272,557,17
54,156,2450,60
55,249,1996,32
56,270,1041,40
57,211,2449,53
58,138,3244,56
59,159,4278,70
60,206,3472,2
61,114,3638,19
62,133,4463,19
63,170,3959,43
64,229,2759,90
65,100,2392,42
66,113,4461,78
67,147,1682,80
68,125,3245,72
69,148,239,21
70,171,61,50
71,263,843,99
72,128,970,12
73,122,2839,77
74,195,2122,53
75,129,2657,34
76,139,1421,25
77,283,4122,78
78,213,3364,15
79,103,2334,51
80,229,3109,94
81,150,1505,390
82,209,1232,95
83,148,3467,27
84,117,852,24
85,204,1895,94
86,159,4236,34
87,298,2282,38
88,180,4384,23
89,169,2238,19
90,108,4652,95
91,229,1626,54
92,260,4271,34
93,131,1489,90
94,141,1806,74
95,290,3615,15
96,172,3277,80
97,118,3960,40
98,275,3726,29
99,174,2375,76
100,229,2586,74
101,164,4367,80
102,234,923,94
103,149,2135,79
104,247,2682,72
105,149,915,81
106,174,2287,2
107,254,83,21
108,270,381,318
109,169,1844,4
110,193,2968,40
111,255,1916,72
112,243,1185,25
113,131,1592,543
114,230,2985,46
115,125,977,21
116,139,165,81
117,181,4161,37
118,258,2173,23
119,156,1681,75
120,242,1476,34
121,105,4627,81
122,287,4661,99
123,198,988,80
124,132,4126,95
125,116,4208,70
126,275,4278,99
127,284,2902,3
128,226,1446,32
129,233,2727,51
130,253,1433,10
131,214,3005,73
132,174,790,78
133,290,770,66
134,127,1434,6
135,249,1489,14
136,281,3280,51
137,220,1026,26
138,292,1772,26
139,272,4557,78
140,260,4879,50
141,137,850,47
142,247,1348,60
143,198,4628,3
144,136,1873,45
145,191,2687,5
146,119,1811,38
147,200,3724,14
148,215,1969,12
149,289,120,79
150,255,3361,27
151,140,154,65
152,234,118,2
153,270,1116,399
154,145,4046,504
155,228,2988,40
156,283,610,76
157,164,3948,36
158,136,165,85
159,244,2924,51
160,107,2844,57
161,102,4294,49
162,203,2064,52
163,192,3426,58
164,130,3711,28
165,212,2490,91
166,259,3763,67
167,223,1780,22
168,164,1872,15
169,163,2466,59
170,119,1696,24
171,273,2985,34
172,101,2610,72
173,127,527,65
174,282,731,525
175,248,1723,51
176,195,3286,23
177,123,58,34
178,193,185,99
179,118,169,91
180,287,2196,60
181,167,2490,38
182,255,727,62
183,120,4319,55
184,141,3318,100
185,128,3377,336
186,165,2099,53
187,120,112,8
188,209,4126,44
189,270,154,82
190,124,3905,98
191,117,4831,77
192,118,747,88
193,260,180,2
194,193,3844,87
195,171,4582,25
196,273,2299,17
197,155,4756,26
198,243,4489,51
199,151,3165,76
200,284,1989,24
201,161,1495,52
202,226,4890,25
203,280,754,22
204,120,3088,59
205,259,688,20
206,247,25,82
207,171,2492,2
208,254,389,59
209,193,790,87
210,300,4494,402
211,115,160,86
212,235,3700,489
213,239,2203,86
214,138,781,53
215,241,3275,94
216,144,4119,59
217,262,4467,88
218,267,3544,86
219,152,621,5
220,294,4954,89
221,124,2456,79
222,300,1464,25
223,273,856,83
224,188,3031,38
225,188,4924,34
226,262,1651,65
227,142,4524,37
228,254,2165,7
229,134,263,66
230,116,697,46
231,100,2322,35
232,160,3360,35
233,275,3624,81
234,290,3147,66
235,234,1476,38
236,122,84,73
237,231,4847,70
238,275,1004,14
239,295,2641,98
240,172,4360,68
241,166,3325,73
242,200,1636,510
243,144,2780,70
244,223,114,45
245,290,38,48
246,112,4645,309
247,177,262,62
248,221,17,40
249,177,4239,91
250,104,1838,37
251,260,934,97
252,171,1188,52
253,245,3887,80
254,114,952,37
255,218,4343,30
256,239,590,95
257,291,3561,12
258,160,4347,97
259,124,2796,88
260,103,2700,91
261,255,4288,76
262,300,569,88
263,189,739,49
264,234,3355,54
265,145,3659,76
266,252,625,88
267,207,1737,100
268,168,1814,94
269,275,496,21
270,197,4767,52
271,227,428,16
272,131,251,10
273,124,3876,50
274,285,592,68
275,184,2988,67
276,249,121,7
277,169,533,27
278,166,3801,45
279,230,634,363
280,219,2627,67
281,161,2652,59
282,299,3403,83
283,149,923,88
284,155,1771,8
285,181,1684,51
286,248,2520,53
287,160,2162,38
288,154,719,61
289,133,597,78
290,214,4084,96
291,132,3090,27
292,197,281,33
293,289,354,27
294,113,1816,57
295,126,345,38
296,141,2858,22
297,279,229,91
298,297,2989,45
299,292,2175,57
300,236,194,99
301,188,4801,29
302,171,2779,72
303,296,2158,98
304,131,49,45
305,239,410,24
306,230,1410,88
307,245,1681,54
308,120,2083,12
309,297,3633,31
310,289,2230,71
311,132,3309,99
312,285,4072,87
313,201,3906,59
314,114,926,32
315,144,1686,93
316,248,3013,57
317,157,4117,2
318,199,3060,549
319,275,4092,67
320,152,3161,35
321,102,4323,3
322,101,3342,4
323,244,1345,86
324,110,4863,95
325,260,4842,61
326,112,4549,1
327,207,1721,34
328,123,3402,21
329,277,212,59
330,107,4508,11
331,224,672,67
332,207,4355,6
333,154,1036,62
334,144,3097,69
335,253,4900,75
336,295,1229,51
337,188,4771,76
338,237,269,49
339,145,4562,25
340,255,592,2
341,210,3739,74
342,121,3395,22
343,234,363,333
344,212,4535,33
345,272,802,84
346,175,156,43
347,298,2851,71
348,166,894,84
349,179,1951,70
350,268,3746,14
351,174,3680,82
352,182,3598,14
353,192,1903,27
354,213,2417,94
355,152,2135,26
356,113,998,7
357,224,4970,46
358,247,232,93
359,289,538,450
360,177,1006,61
361,239,3356,51
362,187,2981,19
363,237,182,16
364,142,1573,68
365,256,1216,91
366,247,868,34
367,244,2356,74
368,300,3803,5
369,120,1187,12
370,105,1057,99
371,240,93,33
372,153,4502,56
373,128,1623,9
374,105,2028,79
375,148,855,15
376,184,2141,2
377,125,2305,45
378,286,4183,86
379,280,3905,21
380,258,1764,63
381,184,613,8
382,244,144,9
383,174,3994,2
384,167,3918,95
385,207,2286,5
386,176,3345,10
387,198,4689,99
388,269,3846,53
389,240,1029,21
390,207,3091,75
391,125,2935,50
392,280,4047,72
393,116,4353,11
394,191,3963,4
395,248,2070,80
396,150,2029,40
397,151,2562,69
398,257,370,15
399,228,1162,22
400,274,4486,44
401,225,784,74
402,293,446,40
403,221,3897,32
404,226,493,74
405,232,2238,92
406,285,3696,9
407,218,3279,45
408,277,3687,83
409,262,496,89
410,270,4355,3
411,196,1452,49
412,119,157,76
413,101,3461,9
414,195,1913,88
415,232,1995,9
416,240,3508,27
417,124,3825,13
418,165,1896,453
419,121,2371,70
420,200,167,62
421,273,2457,74
422,262,450,11
423,135,684,14
424,161,382,82
425,111,4841,33
426,290,2372,56
427,281,1657,63
428,274,2022,75
429,280,4244,10
430,123,3017,6
431,246,867,70
432,275,4170,73
433,132,647,495
434,128,46,48
435,151,5000,23
436,129,2868,76
437,137,3821,20
438,288,4620,71
439,220,3910,19
440,179,4989,58
441,105,1106,68
442,240,4666,90
443,298,4591,3
444,235,4556,57
445,259,3255,97
446,298,1827,100
447,224,2824,78
448,212,1478,71
449,189,1689,4
450,228,178,89
451,135,1436,55
452,221,3308,31
453,197,4927,20
454,298,3259,49
455,158,4880,75
456,148,850,55
457,283,3034,16
458,294,4563,88
459,299,1274,363
460,114,2084,36
461,232,3225,58
462,286,4129,29
463,131,1069,33
464,272,4168,81
465,211,4180,97
466,119,3735,59
467,180,2644,12
468,208,3470,83
469,215,2094,24
470,278,3823,87
471,223,4117,27
472,244,3496,41
473,156,3392,82
474,142,2504,69
475,180,2039,6
476,208,1938,36
477,266,4513,4
478,210,3556,80
479,143,1607,70
480,172,1994,28
481,300,2616,100
482,238,39,81
483,230,2249,37
484,109,668,49
485,279,4592,51
486,135,2311,68
487,292,4702,78
488,295,2674,10
489,121,1041,56
490,128,4922,52
491,289,1644,86
492,210,4320,66
493,252,3956,82
494,244,176,13
495,107,1159,91
496,272,3597,6
497,171,4056,37
498,212,144,67
499,131,1279,4
500,294,2485,76
501,170,1909,85
502,152,2191,27
503,169,1789,46
504,212,1651,38
505,186,3461,84
506,186,35,89
507,177,4526,68
508,193,3480,16
509,106,3984,100
510,211,1870,95
511,133,1364,97
512,243,33,71
513,144,110,54
514,278,2530,82
515,125,1495,44
516,278,1563,21
517,121,1328,70
518,139,489,54
519,226,3962,100
520,119,1732,63
521,192,4470,71
522,182,4871,15
523,100,4960,39
524,146,4200,68
525,213,4687,2
526,189,4317,11
527,266,3277,76
528,100,3685,62
529,162,2077,34
530,218,4074,35
531,136,3592,56
532,141,1966,12
533,222,2427,82
534,260,573,77
535,244,4394,49
536,216,2463,32
537,229,1443,92
538,115,3108,35
539,258,1380,56
540,251,4775,12
541,267,3634,71
542,243,62,57
543,293,1393,62
544,125,3343,55
545,211,4586,47
546,126,813,10
547,259,4936,72
548,263,2553,51
549,186,2186,50
550,192,399,89
551,145,497,39
552,157,1147,48
553,259,525,66
554,166,358,47
555,294,4731,79
556,280,2345,69
557,241,2844,94
558,179,2406,100
559,261,3683,71
560,245,1050,7
561,123,704,9
562,117,4274,33
563,138,995,43
564,298,2568,96
565,165,2539,72
566,228,3593,45
567,255,2171,76
568,119,1082,32
569,128,2857,36
570,242,3233,11
571,253,4883,83
572,200,4825,6
573,236,2234,75
574,251,2044,2
575,181,1744,28
576,193,703,47
577,178,2589,48
578,133,3835,42
579,107,2758,38
580,223,533,55
581,273,1526,49
582,196,27,52
583,113,923,88
584,220,2053,85
585,125,299,95
586,283,1770,55
587,152,2108,30
588,143,4247,48
589,282,4738,64
590,227,3051,58
591,265,2064,57
592,122,2487,57
593,295,1789,10
594,158,3563,20
595,228,2433,63
596,238,485,13
597,281,4222,33
598,270,3351,6
599,150,2960,76
600,182,3945,90
601,276,2863,43
602,146,390,53
603,237,4684,33
604,262,4574,7
605,166,1666,13
606,272,2516,100
607,118,3346,77
608,270,25,50
609,110,3247,6
610,114,3567,44
611,179,3509,92
612,256,2846,64
613,231,4090,43
614,177,2739,31
615,299,3107,66
616,251,4946,47
617,250,2338,21
618,276,2909,49
619,276,4810,54
620,175,2582,1
621,214,3643,16
622,148,4729,95
623,110,248,15
624,230,2774,57
625,279,2907,4
626,280,2109,61
627,242,4185,92
628,114,34,2
629,229,3235,56
630,244,3651,100
631,248,488,94
632,285,1694,47
633,210,3068,24
634,202,1657,91
635,264,1893,43
636,243,1225,32
637,210,559,100
638,120,4201,360
639,153,1472,39
640,154,4814,48
641,268,4840,83
