7641,27,0
7568,16,0
4623,7,0
3819,30,0
6996,17,0
5720,22,0
9366,31,1
1269,4,1
8727,1,1
8863,11,1
4712,29,1
2264,8,1
2139,23,1
6354,20,1
3650,25,2
9391,12,2
1403,9,2
1224,5,2
7382,28,2
2532,13,2
9588,12,2
5268,15,2
4889,13,2
1131,19,2
8606,15,3
166,24,3
3450,2,3
4195,14,3
7822,14,3
5308,10,3
8859,10,3
4233,14,3
4693,26,4
1150,26,4
6489,15,13
9973,26,32
9859,25,17
1987,12,28
667,15,14
8655,24,37
9603,31,37
8550,25,21
5749,12,30
7013,26,37
7919,12,36
2953,25,30
9198,15,18
5410,30,36
6737,2,39
1732,11,43
179,24,44
1785,26,50
7949,31,43
2454,15,28
8011,27,15
5778,29,43
5826,16,50
174,2,39
8890,4,45
3722,14,47
343,25,47
8132,12,49
7751,5,56
7330,5,57
7870,9,58
8620,5,58
6044,29,58
359,9,59
3811,0,16
2032,6,27
3516,12,49
8578,15,51
1706,26,50
5729,1,59
8828,27,35
4632,30,42
4995,0,17
632,29,59
9149,27,42
8520,5,59
6423,9,62
3295,27,49
1589,1,66
7776,15,55
2113,2,66
3913,13,74
1882,2,66
1480,27,67
4175,11,67
1065,7,62
6550,25,74
6397,12,70
3375,31,75
9142,24,75
5653,16,75
7321,12,70
5697,24,75
7851,28,76
5312,5,76
3467,26,53
8198,25,74
7004,10,78
9268,4,80
8793,9,80
2339,26,75
3584,14,63
4809,29,66
8930,26,81
8366,15,83
1724,14,85
3602,23,88
5706,7,90
4613,2,100
6573,12,101
7452,1,102
5234,14,91
1972,25,102
3844,26,100
7934,29,93
4767,27,99
5018,31,115
4711,16,112
4411,24,117
9036,15,83
312,13,123
8007,10,78
2886,11,105
4732,30,45
8571,4,123
9373,10,114
8303,30,70
6333,8,99
8540,28,128
9901,29,128
8770,7,130
5586,10,131
4803,28,128
2520,2,100
1033,5,138
2521,9,138
3965,15,144
2628,14,124
7729,26,132
1837,23,148
2956,8,151
556,27,152
3124,14,153
2452,26,153
2890,22,96
6092,10,159
9784,16,166
6547,13,123
5991,14,153
7149,0,20
338,2,175
1310,12,169
5338,1,167
9347,30,97
2658,11,176
8251,25,177
8757,1,180
3240,12,180
7702,2,187
2612,31,190
2019,28,191
2347,25,194
8351,11,192
1970,14,183
7098,23,197
5411,12,199
3749,29,168
6902,13,199
872,30,102
2416,24,202
4434,28,191
3271,30,112
5552,4,203
4005,26,203
3172,1,204
7155,14,204
5289,2,211
6342,31,217
3073,11,214
374,28,217
8639,5,226
1300,25,223
780,22,141
3915,0,48
926,12,233
8776,9,236
2008,13,237
906,14,206
3451,15,238
3002,8,228
4873,24,240
7457,10,246
3953,26,231
612,24,240
598,23,229
5795,7,190
8913,27,220
1050,16,250
7328,7,248
8410,1,253
1503,26,252
9112,4,255
1414,14,263
258,11,268
8170,14,263
6313,2,273
6731,29,187
3427,31,277
8860,13,237
7239,10,246
6288,2,273
6009,19,65
5646,27,287
2728,28,289
1009,25,298
9660,10,298
5476,26,293
2335,28,289
7385,8,302
5685,5,305
3039,29,248
2723,8,302
905,5,305
3623,12,306
6768,7,310
9293,30,127
8119,23,315
4333,12,306
8104,13,315
9332,13,315
3930,30,173
1581,29,319
9817,4,320
2648,24,278
2703,22,170
6332,15,238
7695,9,322
4597,9,322
2134,30,219
6675,16,325
2286,15,327
1451,16,325
3358,15,327
7633,31,277
2043,24,331
8086,30,273
3335,27,287
4709,31,324
2130,17,55
9244,1,253
9047,23,315
735,25,298
8990,22,236
8824,15,327
3315,4,320
7022,18,15
1340,21,28
8210,24,331
5539,24,331
3408,17,118
4498,10,345
2586,14,345
3751,26,345
8754,1,350
7126,19,91
4695,21,90
5677,3,19
1662,17,209
2450,22,315
2192,24,349
1896,14,345
7252,2,355
2142,2,358
1322,28,386
6105,7,381
9921,16,375
1935,0,65
5449,26,372
8280,27,361
666,2,396
9929,8,388
3435,27,371
1251,11,364
6475,31,378
796,21,188
181,25,394
7053,31,397
7400,12,400
7194,5,403
935,2,396
8870,0,146
8562,6,31
2662,13,409
3921,13,411
6981,23,406
5232,5,403
6866,23,408
7617,15,411
3310,23,412
1820,13,413
7841,5,405
3750,4,410
8356,13,418
8428,15,415
3107,23,417
2023,24,413
4852,4,415
1702,9,415
5888,9,420
2435,15,422
7416,4,423
8137,13,425
6034,2,426
4061,0,207
8042,24,424
2473,9,430
8893,16,422
1393,23,424
3346,5,408
5353,4,432
8554,15,432
4178,24,433
9983,23,436
7584,13,437
6094,27,437
4106,31,397
2067,2,438
1730,15,432
2996,16,440
5383,15,442
8547,4,444
9477,5,415
346,9,445
9890,24,451
8014,15,447
9656,27,449
7430,25,445
1887,23,452
5486,0,210
9679,13,454
5702,20,457
5696,4,459
3577,25,460
462,15,457
1386,31,403
4880,30,326
8362,16,459
8400,7,461
3149,11,462
277,2,462
2098,28,467
370,8,465
9853,9,474
5788,12,400
2503,15,475
8454,31,471
7954,24,480
3292,10,354
2982,27,464
9985,23,475
7835,2,462
863,12,481
6231,11,481
5150,13,481
955,20,483
4262,25,489
9448,4,488
5441,2,490
1513,5,501
9256,28,503
